Column1;PC1;PC2;Unnamed: 0;Project;Treatment;Timepoint
445;-1,614772299;-1,798088713;Intensity_1DLC062715QE_RRAG_048B_rep3;PXD012477;Non-Healthy;B
138;-1,06800469;-1,074942274;Intensity_1DLC062715QE_RRAG_048B_rep4;PXD012477;Non-Healthy;B
395;-5,303163513;-0,62817499;Intensity_1DLC070815QE_RRAG_049B_rep1;PXD012477;Non-Healthy;B
90;-4,552751406;-0,950681068;Intensity_1DLC070815QE_RRAG_049B_rep2;PXD012477;Non-Healthy;B
404;-3,212983851;-0,291968517;Intensity_1DLC070815QE_RRAG_049B_rep3;PXD012477;Non-Healthy;B
410;-3,771948888;-1,467043816;Intensity_1DLC070815QE_RRAG_049B_rep4;PXD012477;Non-Healthy;B
290;-4,695830879;-0,866551378;Intensity_1DLC070815QE_RRAG_051B_rep1;PXD012477;Non-Healthy;B
267;-0,060157802;-0,690463309;Intensity_1DLC070815QE_RRAG_051B_rep2;PXD012477;Non-Healthy;B
434;0,009818463;-0,447033702;Intensity_1DLC070815QE_RRAG_051B_rep3;PXD012477;Non-Healthy;B
317;1,130973089;-0,619561316;Intensity_1DLC070815QE_RRAG_051B_rep4;PXD012477;Non-Healthy;B
110;-1,387505323;-0,961802982;Intensity_1DLC071015QE_RRAG_052B_rep1;PXD012477;Healthy;B
344;-0,932781938;-1,289066599;Intensity_1DLC071015QE_RRAG_052B_rep2;PXD012477;Healthy;B
155;-1,24726926;-1,295685428;Intensity_1DLC071015QE_RRAG_052B_rep3;PXD012477;Healthy;B
377;-1,073914509;-1,312655573;Intensity_1DLC071015QE_RRAG_052B_rep4;PXD012477;Healthy;B
528;-0,634638598;-0,468730273;Intensity_1DLC071015QE_RRAG_053B_rep1;PXD012477;Non-Healthy;B
189;-0,206187451;-0,676348967;Intensity_1DLC071015QE_RRAG_053B_rep2;PXD012477;Non-Healthy;B
302;0,619743033;-0,806816236;Intensity_1DLC071015QE_RRAG_053B_rep3;PXD012477;Non-Healthy;B
400;1,720406455;-0,500049568;Intensity_1DLC071015QE_RRAG_053B_rep4;PXD012477;Non-Healthy;B
328;-0,963220301;-0,154530881;Intensity_1DLC071015QE_RRAG_054B_rep1;PXD012477;Healthy;B
497;-2,041246349;-0,377341187;Intensity_1DLC071015QE_RRAG_054B_rep2;PXD012477;Healthy;B
287;-0,465416909;-0,156227544;Intensity_1DLC071015QE_RRAG_054B_rep3;PXD012477;Healthy;B
412;-2,565534157;-0,26073756;Intensity_1DLC071015QE_RRAG_054B_rep4;PXD012477;Healthy;B
454;-1,558632375;0,396931132;Intensity_1DLC071015QE_RRAG_055B_rep1;PXD012477;Non-Healthy;B
160;-1,976217569;-0,173231864;Intensity_1DLC071015QE_RRAG_055B_rep2;PXD012477;Non-Healthy;B
296;-1,871976401;-0,604715558;Intensity_1DLC071015QE_RRAG_055B_rep3;PXD012477;Non-Healthy;B
460;-1,204238627;0,326514771;Intensity_1DLC071015QE_RRAG_055B_rep4;PXD012477;Non-Healthy;B
197;-3,52886098;-1,046569884;Intensity_1DLC071515QE_RRAG_056B_rep1;PXD012477;Healthy;B
446;-4,218432509;-0,991422253;Intensity_1DLC071515QE_RRAG_056B_rep2;PXD012477;Healthy;B
358;-2,180738676;-1,654978774;Intensity_1DLC071515QE_RRAG_056B_rep3;PXD012477;Healthy;B
111;-1,792726337;-1,448670152;Intensity_1DLC071515QE_RRAG_056B_rep4;PXD012477;Healthy;B
170;-2,06039073;-0,757788579;Intensity_1DLC071515QE_RRAG_058B_rep1;PXD012477;Non-Healthy;B
54;-1,671886842;-0,837237185;Intensity_1DLC071515QE_RRAG_058B_rep2;PXD012477;Non-Healthy;B
130;-1,64598631;-1,254379546;Intensity_1DLC071515QE_RRAG_058B_rep3;PXD012477;Non-Healthy;B
272;-2,11819502;-1,127942009;Intensity_1DLC071515QE_RRAG_058B_rep4;PXD012477;Non-Healthy;B
339;0,488067913;0,317307628;Intensity_1DLC071515QE_RRAG_059B_rep1;PXD012477;Non-Healthy;B
256;-1,379967997;-0,57160954;Intensity_1DLC071515QE_RRAG_059B_rep2;PXD012477;Non-Healthy;B
480;0,671034955;-0,144891204;Intensity_1DLC071515QE_RRAG_059B_rep3;PXD012477;Non-Healthy;B
336;-0,506808949;-0,368230626;Intensity_1DLC071515QE_RRAG_059B_rep4;PXD012477;Non-Healthy;B
484;-2,89255238;-0,584573714;Intensity_1DLC071515QE_RRAG_060B_rep1;PXD012477;Healthy;B
269;-2,215985876;-0,654095425;Intensity_1DLC071515QE_RRAG_060B_rep2;PXD012477;Healthy;B
72;-3,191288607;-1,060997667;Intensity_1DLC071515QE_RRAG_060B_rep3;PXD012477;Healthy;B
171;-2,136093469;-0,75013507;Intensity_1DLC071515QE_RRAG_060B_rep4;PXD012477;Healthy;B
349;-2,309962993;-0,615885477;Intensity_1DLC071515QE_RRAG_061B_rep1;PXD012477;Healthy;B
128;-2,295827003;-1,170464787;Intensity_1DLC071515QE_RRAG_061B_rep2;PXD012477;Healthy;B
467;-2,080310415;-1,240767111;Intensity_1DLC071515QE_RRAG_061B_rep3;PXD012477;Healthy;B
252;-1,889334996;-0,817297695;Intensity_1DLC071515QE_RRAG_061B_rep4;PXD012477;Healthy;B
226;-2,222019749;-0,975906445;Intensity_1DLC071515QE_RRAG_062B_rep1;PXD012477;Non-Healthy;B
306;-1,430814761;-1,125414789;Intensity_1DLC071515QE_RRAG_062B_rep2;PXD012477;Non-Healthy;B
207;-3,643739567;-1,580173156;Intensity_1DLC071515QE_RRAG_062B_rep3;PXD012477;Non-Healthy;B
475;-3,418572227;-1,786886102;Intensity_1DLC071515QE_RRAG_062B_rep4;PXD012477;Non-Healthy;B
424;-3,144050527;-1,609229448;Intensity_1DLC071515QE_RRAG_064B_rep1;PXD012477;Non-Healthy;B
436;-2,952605605;-1,364059503;Intensity_1DLC071515QE_RRAG_064B_rep2;PXD012477;Non-Healthy;B
156;-2,619319002;-1,36226809;Intensity_1DLC071515QE_RRAG_064B_rep3;PXD012477;Non-Healthy;B
257;-2,684011286;-1,466306625;Intensity_1DLC071515QE_RRAG_064B_rep4;PXD012477;Non-Healthy;B
68;3,451902744;-0,578746576;Intensity_1DLC120314QE_RRAG_001_rep1;PXD012477;Healthy;A
200;3,529228266;-0,497047407;Intensity_1DLC120314QE_RRAG_001_rep2;PXD012477;Healthy;A
510;5,130394534;0,388714306;Intensity_1DLC120314QE_RRAG_002_rep1;PXD012477;Non-Healthy;A
522;4,587695237;1,512305432;Intensity_1DLC120314QE_RRAG_002_rep2;PXD012477;Non-Healthy;A
278;2,838526023;-0,447342988;Intensity_1DLC120314QE_RRAG_003_rep1;PXD012477;Healthy;A
104;2,792038205;-0,285763276;Intensity_1DLC120314QE_RRAG_003_rep2;PXD012477;Healthy;A
367;4,652920948;0,135943313;Intensity_1DLC120314QE_RRAG_004_rep1;PXD012477;Healthy;A
143;4,92579691;0,127904115;Intensity_1DLC120314QE_RRAG_004_rep2;PXD012477;Healthy;A
271;3,710713785;0,344125088;Intensity_1DLC120314QE_RRAG_005_rep1;PXD012477;Healthy;A
205;3,574871825;0,104888521;Intensity_1DLC120314QE_RRAG_005_rep2;PXD012477;Healthy;A
214;7,229903958;-0,304107529;Intensity_1DLC120314QE_RRAG_005_rep3;PXD012477;Healthy;A
195;6,742123911;0,054060872;Intensity_1DLC120314QE_RRAG_005_rep4;PXD012477;Healthy;A
114;4,223854544;0,06359425;Intensity_1DLC120314QE_RRAG_006_rep1;PXD012477;Healthy;A
180;3,866266532;0,444429309;Intensity_1DLC120314QE_RRAG_006_rep2;PXD012477;Healthy;A
80;7,496626079;0,059545533;Intensity_1DLC120314QE_RRAG_006_rep3;PXD012477;Healthy;A
95;6,780645262;-0,628625401;Intensity_1DLC120314QE_RRAG_006_rep4;PXD012477;Healthy;A
368;4,014035072;-0,638710296;Intensity_1DLC120314QE_RRAG_007_rep1;PXD012477;Non-Healthy;A
362;4,627620932;0,327482407;Intensity_1DLC120314QE_RRAG_007_rep2;PXD012477;Non-Healthy;A
389;8,512160547;-0,725719597;Intensity_1DLC120314QE_RRAG_007_rep3;PXD012477;Non-Healthy;A
407;7,865901161;-0,645420139;Intensity_1DLC120314QE_RRAG_007_rep4;PXD012477;Non-Healthy;A
483;4,704775286;0,464871162;Intensity_1DLC120314QE_RRAG_008_rep1;PXD012477;Non-Healthy;A
64;4,595847404;0,422782731;Intensity_1DLC120314QE_RRAG_008_rep2;PXD012477;Non-Healthy;A
203;7,840779035;0,462306921;Intensity_1DLC120314QE_RRAG_008_rep3;PXD012477;Non-Healthy;A
292;8,245511897;0,309067461;Intensity_1DLC120314QE_RRAG_008_rep4;PXD012477;Non-Healthy;A
422;3,438029401;-0,235985716;Intensity_1DLC120914QE_RRAG_009_rep1;PXD012477;Non-Healthy;A
463;3,346581839;-0,57369237;Intensity_1DLC120914QE_RRAG_009_rep2;PXD012477;Non-Healthy;A
355;6,803904003;-1,187905813;Intensity_1DLC120914QE_RRAG_009_rep3;PXD012477;Non-Healthy;A
134;6,883247892;-0,859940999;Intensity_1DLC120914QE_RRAG_009_rep4;PXD012477;Non-Healthy;A
521;4,284690918;-0,458860899;Intensity_1DLC120914QE_RRAG_010_rep1;PXD012477;Non-Healthy;A
174;4,34179763;-0,13677814;Intensity_1DLC120914QE_RRAG_010_rep2;PXD012477;Non-Healthy;A
416;7,5953307;-0,250460127;Intensity_1DLC120914QE_RRAG_010_rep3;PXD012477;Non-Healthy;A
337;6,914103674;-0,617161831;Intensity_1DLC120914QE_RRAG_010_rep4;PXD012477;Non-Healthy;A
491;5,749738396;-0,47316414;Intensity_1DLC121414QE_RRAG_011_rep1;PXD012477;Healthy;A
238;5,016793792;-0,489821446;Intensity_1DLC121414QE_RRAG_011_rep2;PXD012477;Healthy;A
383;5,252895029;-0,978221551;Intensity_1DLC121414QE_RRAG_011_rep3;PXD012477;Healthy;A
65;5,481622189;-1,09706223;Intensity_1DLC121414QE_RRAG_011_rep4;PXD012477;Healthy;A
461;8,628099364;1,077718731;Intensity_1DLC121414QE_RRAG_012_rep1;PXD012477;Non-Healthy;A
537;8,470838827;1,332726497;Intensity_1DLC121414QE_RRAG_012_rep2;PXD012477;Non-Healthy;A
473;8,265609989;1,788059005;Intensity_1DLC121414QE_RRAG_012_rep3;PXD012477;Non-Healthy;A
382;8,529182085;1,704793302;Intensity_1DLC121414QE_RRAG_012_rep4;PXD012477;Non-Healthy;A
279;5,639051659;-0,125118686;Intensity_1DLC121414QE_RRAG_013_rep1;PXD012477;Healthy;A
98;6,21703629;-0,245936665;Intensity_1DLC121414QE_RRAG_013_rep2;PXD012477;Healthy;A
264;5,971328635;-0,653447846;Intensity_1DLC121414QE_RRAG_013_rep3;PXD012477;Healthy;A
191;6,297889971;-0,479329478;Intensity_1DLC121414QE_RRAG_013_rep4;PXD012477;Healthy;A
464;6,707335688;-0,036333569;Intensity_1DLC121414QE_RRAG_014_rep1;PXD012477;Healthy;A
348;6,684609403;-0,020316285;Intensity_1DLC121414QE_RRAG_014_rep2;PXD012477;Healthy;A
167;5,959960435;-0,128415368;Intensity_1DLC121414QE_RRAG_014_rep3;PXD012477;Healthy;A
447;5,813473862;-0,616948951;Intensity_1DLC121414QE_RRAG_014_rep4;PXD012477;Healthy;A
173;5,483292206;-0,814789831;Intensity_1DLC121414QE_RRAG_015_rep1;PXD012477;Non-Healthy;A
411;5,626435593;-0,575670567;Intensity_1DLC121414QE_RRAG_015_rep2;PXD012477;Non-Healthy;A
430;4,720643159;-1,530791789;Intensity_1DLC121414QE_RRAG_015_rep3;PXD012477;Non-Healthy;A
374;5,223634017;-1,012141208;Intensity_1DLC121414QE_RRAG_015_rep4;PXD012477;Non-Healthy;A
66;5,968052149;-0,764781226;Intensity_1DLC121414QE_RRAG_016_rep1;PXD012477;Non-Healthy;A
353;6,296637816;-0,535376957;Intensity_1DLC121414QE_RRAG_016_rep2;PXD012477;Non-Healthy;A
216;6,367911734;-0,660255831;Intensity_1DLC121414QE_RRAG_016_rep3;PXD012477;Non-Healthy;A
230;6,936639025;-0,882335975;Intensity_1DLC121414QE_RRAG_016_rep4;PXD012477;Non-Healthy;A
108;6,453241617;-0,181793708;Intensity_1DLC121514QE_RRAG_017_rep1;PXD012477;Non-Healthy;A
57;6,820474213;-0,511135054;Intensity_1DLC121514QE_RRAG_017_rep2;PXD012477;Non-Healthy;A
325;11,8842063;-1,47072536;Intensity_1DLC121514QE_RRAG_017_rep3;PXD012477;Non-Healthy;A
196;5,459778414;-0,942632279;Intensity_1DLC121514QE_RRAG_018_rep1;PXD012477;Non-Healthy;A
409;4,567323328;-0,689657044;Intensity_1DLC121514QE_RRAG_018_rep2;PXD012477;Non-Healthy;A
169;5,324177946;-0,568241027;Intensity_1DLC121514QE_RRAG_019_rep1;PXD012477;Healthy;A
55;5,537057207;-0,576984138;Intensity_1DLC121514QE_RRAG_019_rep2;PXD012477;Healthy;A
486;5,398898205;-0,780388278;Intensity_1DLC121514QE_RRAG_020_rep1;PXD012477;Non-Healthy;A
186;5,278877649;-0,713253341;Intensity_1DLC121514QE_RRAG_020_rep2;PXD012477;Non-Healthy;A
506;4,556632294;-0,793355672;Intensity_1DLC121514QE_RRAG_020_rep3;PXD012477;Non-Healthy;A
421;4,714467652;-1,091916292;Intensity_1DLC121514QE_RRAG_020_rep4;PXD012477;Non-Healthy;A
245;6,436728843;-0,637800487;Intensity_1DLC121514QE_RRAG_021_rep1;PXD012477;Healthy;A
310;5,741347274;-0,526210911;Intensity_1DLC121514QE_RRAG_021_rep2;PXD012477;Healthy;A
178;5,988078715;-0,907041485;Intensity_1DLC121514QE_RRAG_021_rep3;PXD012477;Healthy;A
351;5,885245313;-0,514562631;Intensity_1DLC121514QE_RRAG_021_rep4;PXD012477;Healthy;A
501;5,973875201;-0,38868701;Intensity_1DLC121514QE_RRAG_022_rep1;PXD012477;Non-Healthy;A
324;5,828474487;-0,41179819;Intensity_1DLC121514QE_RRAG_022_rep2;PXD012477;Non-Healthy;A
533;5,654791299;-0,771882648;Intensity_1DLC121514QE_RRAG_022_rep3;PXD012477;Non-Healthy;A
385;5,334629065;-0,630745725;Intensity_1DLC121514QE_RRAG_022_rep4;PXD012477;Non-Healthy;A
500;3,776308811;-1,299520102;Intensity_1DLC121514QE_RRAG_023_rep1;PXD012477;Healthy;A
417;4,524470742;-1,119808651;Intensity_1DLC121514QE_RRAG_023_rep2;PXD012477;Healthy;A
365;4,642295126;-1,979045126;Intensity_1DLC121514QE_RRAG_023_rep3;PXD012477;Healthy;A
512;3,798765083;-1,442941312;Intensity_1DLC121514QE_RRAG_023_rep4;PXD012477;Healthy;A
73;5,935228777;-0,808514549;Intensity_1DLC121514QE_RRAG_024_rep1;PXD012477;Healthy;A
187;6,009758862;-0,528429582;Intensity_1DLC121514QE_RRAG_024_rep2;PXD012477;Healthy;A
87;6,908005124;-0,823881939;Intensity_1DLC121514QE_RRAG_024_rep3;PXD012477;Healthy;A
248;7,127363895;-0,982491018;Intensity_1DLC121514QE_RRAG_024_rep4;PXD012477;Healthy;A
274;5,284802463;-1,074322259;Intensity_1DLC121914QE_RRAG_025_rep1;PXD012477;Healthy;A
215;5,458238577;-0,976235145;Intensity_1DLC121914QE_RRAG_025_rep2;PXD012477;Healthy;A
360;6,064853269;-1,163464109;Intensity_1DLC121914QE_RRAG_025_rep3;PXD012477;Healthy;A
91;5,396322768;-1,16058971;Intensity_1DLC121914QE_RRAG_025_rep4;PXD012477;Healthy;A
227;7,470996189;1,617238151;Intensity_1DLC121914QE_RRAG_026_rep1;PXD012477;Non-Healthy;A
345;7,842430031;1,8792537;Intensity_1DLC121914QE_RRAG_026_rep2;PXD012477;Non-Healthy;A
429;7,399065962;0,521746788;Intensity_1DLC121914QE_RRAG_026_rep3;PXD012477;Non-Healthy;A
471;7,057868131;0,702832392;Intensity_1DLC121914QE_RRAG_026_rep4;PXD012477;Non-Healthy;A
487;6,145610831;-0,527656104;Intensity_1DLC121914QE_RRAG_027_rep1;PXD012477;Non-Healthy;A
526;6,412764724;-0,526974498;Intensity_1DLC121914QE_RRAG_027_rep2;PXD012477;Non-Healthy;A
332;5,589751752;-0,842886428;Intensity_1DLC121914QE_RRAG_027_rep3;PXD012477;Non-Healthy;A
359;6,340149819;-1,201959374;Intensity_1DLC121914QE_RRAG_027_rep4;PXD012477;Non-Healthy;A
309;6,137020976;-0,319151458;Intensity_1DLC121914QE_RRAG_028_rep1;PXD012477;Healthy;A
262;6,314915204;-0,483030181;Intensity_1DLC121914QE_RRAG_028_rep2;PXD012477;Healthy;A
188;6,054463546;-0,514444506;Intensity_1DLC121914QE_RRAG_028_rep3;PXD012477;Healthy;A
219;5,506392546;-1,063144479;Intensity_1DLC121914QE_RRAG_028_rep4;PXD012477;Healthy;A
442;5,627517621;-0,604716648;Intensity_1DLC121914QE_RRAG_029_rep1;PXD012477;Healthy;A
507;5,352582025;-1,161328805;Intensity_1DLC121914QE_RRAG_029_rep2;PXD012477;Healthy;A
508;5,411329569;-0,921870101;Intensity_1DLC121914QE_RRAG_029_rep3;PXD012477;Healthy;A
52;5,405182467;-1,08084818;Intensity_1DLC121914QE_RRAG_029_rep4;PXD012477;Healthy;A
495;7,064514315;-0,025286885;Intensity_1DLC121914QE_RRAG_030_rep1;PXD012477;Non-Healthy;A
141;6,963308191;0,562107517;Intensity_1DLC121914QE_RRAG_030_rep2;PXD012477;Non-Healthy;A
168;6,903769563;0,781416089;Intensity_1DLC121914QE_RRAG_030_rep3;PXD012477;Non-Healthy;A
86;6,402305262;0,716771597;Intensity_1DLC121914QE_RRAG_030_rep4;PXD012477;Non-Healthy;A
208;5,182452532;-0,814315248;Intensity_1DLC121914QE_RRAG_031_rep1;PXD012477;Non-Healthy;A
301;5,097886294;-1,331587579;Intensity_1DLC121914QE_RRAG_031_rep2;PXD012477;Non-Healthy;A
415;5,529014777;-1,024141125;Intensity_1DLC121914QE_RRAG_031_rep3;PXD012477;Non-Healthy;A
509;5,102356782;-1,144382593;Intensity_1DLC121914QE_RRAG_031_rep4;PXD012477;Non-Healthy;A
392;7,276919341;0,338028761;Intensity_1DLC121914QE_RRAG_032_rep1;PXD012477;Healthy;A
343;7,456809417;-0,286148562;Intensity_1DLC121914QE_RRAG_032_rep2;PXD012477;Healthy;A
153;6,453624431;-0,478509315;Intensity_1DLC121914QE_RRAG_032_rep3;PXD012477;Healthy;A
120;6,856048004;-0,930879507;Intensity_1DLC121914QE_RRAG_032_rep4;PXD012477;Healthy;A
288;6,38573257;-1,559981196;Intensity_1DLC122214QE_RRAG_033_rep1;PXD012477;Healthy;A
466;5,879877678;-0,752369526;Intensity_1DLC122214QE_RRAG_033_rep2;PXD012477;Healthy;A
381;6,387198931;-1,058424024;Intensity_1DLC122214QE_RRAG_033_rep3;PXD012477;Healthy;A
286;5,553560231;-1,505764007;Intensity_1DLC122214QE_RRAG_033_rep4;PXD012477;Healthy;A
82;7,534689663;-0,399894292;Intensity_1DLC122214QE_RRAG_034_rep1;PXD012477;Healthy;A
223;7,077946145;0,01276947;Intensity_1DLC122214QE_RRAG_034_rep2;PXD012477;Healthy;A
142;6,615275487;-0,641640669;Intensity_1DLC122214QE_RRAG_034_rep3;PXD012477;Healthy;A
181;6,396437513;-0,669917051;Intensity_1DLC122214QE_RRAG_034_rep4;PXD012477;Healthy;A
494;6,033611344;-0,61342914;Intensity_1DLC122214QE_RRAG_035_rep1;PXD012477;Non-Healthy;A
518;6,262559436;-0,520193411;Intensity_1DLC122214QE_RRAG_035_rep2;PXD012477;Non-Healthy;A
520;5,339326785;-0,840697381;Intensity_1DLC122214QE_RRAG_035_rep3;PXD012477;Non-Healthy;A
261;7,67801066;-0,328990984;Intensity_1DLC122214QE_RRAG_035_rep4;PXD012477;Non-Healthy;A
531;6,441880489;-0,711027956;Intensity_1DLC122214QE_RRAG_036_rep1;PXD012477;Healthy;A
356;6,916597624;-0,453322855;Intensity_1DLC122214QE_RRAG_036_rep2;PXD012477;Healthy;A
318;7,714085762;-0,393423507;Intensity_1DLC122214QE_RRAG_036_rep3;PXD012477;Healthy;A
530;6,745054364;-0,917726386;Intensity_1DLC122214QE_RRAG_036_rep4;PXD012477;Healthy;A
172;6,327434109;-0,539405653;Intensity_1DLC122214QE_RRAG_037_rep1;PXD012477;Healthy;A
451;6,070587149;-0,800900782;Intensity_1DLC122214QE_RRAG_037_rep2;PXD012477;Healthy;A
97;5,786046336;-0,788733252;Intensity_1DLC122214QE_RRAG_037_rep3;PXD012477;Healthy;A
235;4,512146169;-1,505170555;Intensity_1DLC122214QE_RRAG_037_rep4;PXD012477;Healthy;A
152;7,900488129;0,339385823;Intensity_1DLC122214QE_RRAG_038_rep1;PXD012477;Non-Healthy;A
321;8,216960796;-0,188488935;Intensity_1DLC122214QE_RRAG_038_rep2;PXD012477;Non-Healthy;A
443;7,463929012;0,974595873;Intensity_1DLC122214QE_RRAG_038_rep3;PXD012477;Non-Healthy;A
474;8,244994738;0,767139832;Intensity_1DLC122214QE_RRAG_038_rep4;PXD012477;Non-Healthy;A
239;7,750803967;-0,687337221;Intensity_1DLC122214QE_RRAG_039_rep1;PXD012477;Non-Healthy;A
225;7,396615613;-0,379835024;Intensity_1DLC122214QE_RRAG_039_rep2;PXD012477;Non-Healthy;A
499;6,828434922;-0,568144183;Intensity_1DLC122214QE_RRAG_039_rep3;PXD012477;Non-Healthy;A
75;6,516846;-0,391215004;Intensity_1DLC122214QE_RRAG_039_rep4;PXD012477;Non-Healthy;A
139;7,426673956;-1,586019247;Intensity_1DLC122214QE_RRAG_040_rep1;PXD012477;Healthy;A
74;6,642805927;-1,336823841;Intensity_1DLC122214QE_RRAG_040_rep2;PXD012477;Healthy;A
453;6,233726373;-1,003450175;Intensity_1DLC122214QE_RRAG_040_rep3;PXD012477;Healthy;A
53;6,196841967;-1,126204029;Intensity_1DLC122214QE_RRAG_040_rep4;PXD012477;Healthy;A
94;7,403430312;0,55313301;Intensity_1DLC122514QE_RRAG_041_rep1;PXD012477;Healthy;A
314;7,657271263;-0,102766551;Intensity_1DLC122514QE_RRAG_041_rep2;PXD012477;Healthy;A
516;6,596109056;0,821218492;Intensity_1DLC122514QE_RRAG_041_rep3;PXD012477;Healthy;A
209;6,694143216;0,543537206;Intensity_1DLC122514QE_RRAG_041_rep4;PXD012477;Healthy;A
70;6,2862118;-0,870606756;Intensity_1DLC122514QE_RRAG_042_rep1;PXD012477;Healthy;A
418;5,121275461;-0,850135558;Intensity_1DLC122514QE_RRAG_042_rep2;PXD012477;Healthy;A
414;5,164397102;-0,945930405;Intensity_1DLC122514QE_RRAG_042_rep3;PXD012477;Healthy;A
364;4,600433143;-1,306618025;Intensity_1DLC122514QE_RRAG_042_rep4;PXD012477;Healthy;A
398;9,09762466;1,56354296;Intensity_1DLC122514QE_RRAG_043_rep1;PXD012477;Non-Healthy;A
244;8,175440115;0,976403003;Intensity_1DLC122514QE_RRAG_043_rep2;PXD012477;Non-Healthy;A
326;8,341064719;0,778498086;Intensity_1DLC122514QE_RRAG_043_rep3;PXD012477;Non-Healthy;A
505;8,030296564;2,198853358;Intensity_1DLC122514QE_RRAG_043_rep4;PXD012477;Non-Healthy;A
347;6,980866735;-0,96217102;Intensity_1DLC122514QE_RRAG_044_rep1;PXD012477;Non-Healthy;A
79;6,665141903;-0,579421271;Intensity_1DLC122514QE_RRAG_044_rep2;PXD012477;Non-Healthy;A
393;6,658916301;-0,855395793;Intensity_1DLC122514QE_RRAG_044_rep3;PXD012477;Non-Healthy;A
308;6,783970818;-0,575221927;Intensity_1DLC122514QE_RRAG_044_rep4;PXD012477;Non-Healthy;A
457;7,473270055;-0,131225951;Intensity_1DLC122514QE_RRAG_045_rep1;PXD012477;Non-Healthy;A
133;7,230930328;-0,413831198;Intensity_1DLC122514QE_RRAG_045_rep2;PXD012477;Non-Healthy;A
285;6,10628628;-0,475316018;Intensity_1DLC122514QE_RRAG_045_rep3;PXD012477;Non-Healthy;A
59;6,506805133;-0,315413607;Intensity_1DLC122514QE_RRAG_045_rep4;PXD012477;Non-Healthy;A
266;6,161295898;-1,373370572;Intensity_1DLC122514QE_RRAG_046_rep1;PXD012477;Non-Healthy;A
193;6,128962395;-0,741415168;Intensity_1DLC122514QE_RRAG_046_rep2;PXD012477;Non-Healthy;A
354;5,485902614;-1,027822325;Intensity_1DLC122514QE_RRAG_046_rep3;PXD012477;Non-Healthy;A
282;5,491131683;-1,072138133;Intensity_1DLC122514QE_RRAG_046_rep4;PXD012477;Non-Healthy;A
330;6,741467093;-0,140491213;Intensity_1DLC122514QE_RRAG_047_101314_rep1;PXD012477;Healthy;A
423;6,618918482;-0,017318845;Intensity_1DLC122514QE_RRAG_047_101314_rep2;PXD012477;Healthy;A
529;5,789166241;-0,34217891;Intensity_1DLC122514QE_RRAG_048_101314_rep1;PXD012477;Non-Healthy;A
210;6,0919207;-0,316972614;Intensity_1DLC122514QE_RRAG_048_101314_rep2;PXD012477;Non-Healthy;A
496;7,266135671;0,392298423;Intensity_1DLC122514QE_RRAG_049_rep1;PXD012477;Non-Healthy;A
249;7,895838597;0,82822642;Intensity_1DLC122514QE_RRAG_049_rep2;PXD012477;Non-Healthy;A
179;6,829567969;0,072284575;Intensity_1DLC122514QE_RRAG_050_rep1;PXD012477;Non-Healthy;A
449;6,188389796;-0,549505457;Intensity_1DLC122514QE_RRAG_050_rep2;PXD012477;Non-Healthy;A
444;6,529924839;-0,792672312;Intensity_1DLC122514QE_RRAG_051_rep1;PXD012477;Non-Healthy;A
144;6,458156536;-0,781000262;Intensity_1DLC122514QE_RRAG_051_rep2;PXD012477;Non-Healthy;A
103;4,986485515;-1,360056384;Intensity_1DLC122514QE_RRAG_052_rep1;PXD012477;Healthy;A
291;5,188404029;-1,298867556;Intensity_1DLC122514QE_RRAG_052_rep2;PXD012477;Healthy;A
363;7,205573099;-0,786245347;Intensity_1DLC122914QE_RRAG_047_101414_rep1;PXD012477;Healthy;A
255;6,943275532;-0,345833248;Intensity_1DLC122914QE_RRAG_047_101414_rep2;PXD012477;Healthy;A
177;6,534417057;-0,578198157;Intensity_1DLC122914QE_RRAG_048_101414_rep1;PXD012477;Non-Healthy;A
397;6,244411635;-0,35292494;Intensity_1DLC122914QE_RRAG_048_101414_rep2;PXD012477;Non-Healthy;A
211;5,834199095;0,391593818;Intensity_1DLC122914QE_RRAG_055_rep1;PXD012477;Non-Healthy;A
121;6,562149033;0,009833633;Intensity_1DLC122914QE_RRAG_055_rep2;PXD012477;Non-Healthy;A
534;6,276592243;0,738307258;Intensity_1DLC122914QE_RRAG_055_rep3;PXD012477;Non-Healthy;A
81;6,922577563;0,222977153;Intensity_1DLC122914QE_RRAG_055_rep4;PXD012477;Non-Healthy;A
439;6,551333037;-0,73947494;Intensity_1DLC122914QE_RRAG_056_rep1;PXD012477;Healthy;A
232;6,064232698;-0,393312037;Intensity_1DLC122914QE_RRAG_056_rep2;PXD012477;Healthy;A
132;6,510350604;-0,837935105;Intensity_1DLC122914QE_RRAG_056_rep3;PXD012477;Healthy;A
401;6,387602314;-0,661809698;Intensity_1DLC122914QE_RRAG_056_rep4;PXD012477;Healthy;A
329;6,447076023;-0,298292252;Intensity_1DLC122914QE_RRAG_057_rep1;PXD012477;Healthy;A
101;6,263881846;-0,341827011;Intensity_1DLC122914QE_RRAG_057_rep2;PXD012477;Healthy;A
124;5,519334835;-0,410941575;Intensity_1DLC122914QE_RRAG_057_rep3;PXD012477;Healthy;A
218;5,627869162;-0,698835634;Intensity_1DLC122914QE_RRAG_057_rep4;PXD012477;Healthy;A
258;5,602282642;-0,526554396;Intensity_1DLC122914QE_RRAG_058_rep1;PXD012477;Non-Healthy;A
