Column1;PC1;PC2;Unnamed: 0;Project;Treatment
514;-2,894308995;-1,027510822;Intensity_1DLC060615QE_RRAG_032B_rep4;PXD012477;Healthy
515;5,941000917;-0,809569858;Intensity_1DLC012615QE_RRAG_005B_rep2;PXD012477;Healthy
516;6,596109056;0,821218492;Intensity_1DLC122514QE_RRAG_041_rep3;PXD012477;Healthy
517;-2,74804525;-1,496981827;Intensity_1DLC062715QE_RRAG_044B_rep2;PXD012477;Non-Healthy
518;6,262559436;-0,520193411;Intensity_1DLC122214QE_RRAG_035_rep2;PXD012477;Non-Healthy
519;7,054418016;0,526844266;Intensity_1DLC012615QE_RRAG_002B_rep2;PXD012477;Non-Healthy
520;5,339326785;-0,840697381;Intensity_1DLC122214QE_RRAG_035_rep3;PXD012477;Non-Healthy
521;4,284690918;-0,458860899;Intensity_1DLC120914QE_RRAG_010_rep1;PXD012477;Non-Healthy
522;4,587695237;1,512305432;Intensity_1DLC120314QE_RRAG_002_rep2;PXD012477;Non-Healthy
523;7,38050095;-1,058309086;Intensity_1DLC012615QE_RRAG_004B_rep2;PXD012477;Healthy
524;-4,720303118;-1,660580751;Intensity_1DLC0080815QE_RRAG_018_rep1;PXD012477;Non-Healthy
525;-4,157254454;-1,574631198;Intensity_1DLC060615QE_RRAG_033B_rep3;PXD012477;Healthy
526;6,412764724;-0,526974498;Intensity_1DLC121914QE_RRAG_027_rep2;PXD012477;Non-Healthy
527;-2,553312819;-0,383699665;Intensity_1DLC061715QE_RRAG_041B_rep1;PXD012477;Healthy
528;-0,634638598;-0,468730273;Intensity_1DLC071015QE_RRAG_053B_rep1;PXD012477;Non-Healthy
529;5,789166241;-0,34217891;Intensity_1DLC122514QE_RRAG_048_101314_rep1;PXD012477;Non-Healthy
530;6,745054364;-0,917726386;Intensity_1DLC122214QE_RRAG_036_rep4;PXD012477;Healthy
531;6,441880489;-0,711027956;Intensity_1DLC122214QE_RRAG_036_rep1;PXD012477;Healthy
532;-3,425620411;-0,34010974;Intensity_1DLC060615QE_RRAG_037B_rep3;PXD012477;Healthy
533;5,654791299;-0,771882648;Intensity_1DLC121514QE_RRAG_022_rep3;PXD012477;Non-Healthy
534;6,276592243;0,738307258;Intensity_1DLC122914QE_RRAG_055_rep3;PXD012477;Non-Healthy
535;7,785411751;-0,891656919;Intensity_1DLC012615QE_RRAG_006B_rep3;PXD012477;Healthy
536;-2,601900112;-0,705212652;Intensity_1DLC061715QE_RRAG_038B_rep4;PXD012477;Non-Healthy
537;8,470838827;1,332726497;Intensity_1DLC121414QE_RRAG_012_rep2;PXD012477;Non-Healthy
538;-3,7098508;-1,451410055;Intensity_1DLC051815QE_RRAG_018B_rep2;PXD012477;Non-Healthy
539;7,508100872;0,784255124;Intensity_1DLC012615QE_RRAG_007B_rep1;PXD012477;Non-Healthy
540;-6,491176713;8,848786738;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction01;PXD016278;AD
541;-4,942407999;10,1434293;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction02R2;PXD016278;AD
542;-3,136539774;11,07573564;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction03_R2;PXD016278;AD
543;-2,244718932;12,3234464;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction04_R2;PXD016278;AD
544;-4,614374143;10,24394782;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction05_R2;PXD016278;AD
545;-5,464939391;9,106648679;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction06_R2;PXD016278;AD
546;-2,954438825;10,89218927;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction07_R2;PXD016278;AD
547;-3,595128177;10,29259051;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction08_R2;PXD016278;AD
548;-2,83553093;11,76799068;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction09_R2;PXD016278;AD
549;-3,775856529;13,00034043;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction10_R2;PXD016278;AD
550;-4,141791011;10,47054408;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction11_180630160426;PXD016278;AD
551;-5,169364024;9,110630237;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction12;PXD016278;AD
552;-4,641820506;8,911112063;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction13;PXD016278;AD
553;-5,134583873;10,7327308;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction14;PXD016278;AD
554;-5,37372316;11,17575871;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction15;PXD016278;AD
555;-5,805130227;10,46842005;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction16;PXD016278;AD
556;-5,795753072;10,82181623;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction17;PXD016278;AD
557;-4,6033296;10,71576967;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction18;PXD016278;AD
558;-3,565138359;11,18543649;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction19;PXD016278;AD
559;-4,280117857;10,72114789;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction20;PXD016278;AD
560;-6,196807877;9,572341966;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction21;PXD016278;AD
561;-5,497994961;9,449890403;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction22;PXD016278;AD
562;-4,668989873;11,04502644;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction23;PXD016278;AD
563;-4,876972899;10,65149996;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_AD2_fraction24;PXD016278;AD
564;-4,250548292;11,75143806;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction01;PXD016278;Control
565;-4,13665327;11,71965582;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction02R2;PXD016278;Control
566;-3,576849836;12,81611463;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction03;PXD016278;Control
567;-3,358754283;12,82010736;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction04;PXD016278;Control
568;-3,312391054;13,44809109;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction05;PXD016278;Control
569;-4,750527919;12,65207732;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction06;PXD016278;Control
570;-3,833387889;12,2739744;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction07;PXD016278;Control
571;-2,455262948;12,91184482;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction08;PXD016278;Control
572;-4,358329214;10,76659056;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction09;PXD016278;Control
573;-3,867295691;12,56418924;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction10;PXD016278;Control
574;-2,78635212;11,53999571;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction11;PXD016278;Control
575;-4,336318145;12,11937531;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction12;PXD016278;Control
576;-3,613142979;14,30841168;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction13;PXD016278;Control
577;-3,940947986;14,36607401;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction14;PXD016278;Control
578;-4,578784268;14,28993251;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction15;PXD016278;Control
579;-3,951604412;12,68614124;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction16;PXD016278;Control
580;-4,494827092;11,50030264;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction17;PXD016278;Control
581;-3,200006425;12,66961505;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction18;PXD016278;Control
582;-3,274148545;12,35132582;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction19;PXD016278;Control
583;-3,21485889;13,08227981;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction20;PXD016278;Control
584;-2,721299617;12,48061344;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction21;PXD016278;Control
585;-1,184321545;15,05235249;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction22;PXD016278;Control
586;-2,763001946;13,24572854;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction23;PXD016278;Control
587;-4,084903124;13,12504006;Intensity_20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1R2_library_ctrl2_fraction24;PXD016278;Control
588;-10,2373431;-1,096774129;Intensity_qe1_2019oct05_05_uc190822_dw35_1c;PXD018549;Control
589;-10,33225679;-0,558886363;Intensity_qe1_2019oct05_17_uc190822_dw35_4c;PXD018549;Control
590;-9,884603868;-1,326100661;Intensity_qe1_2019oct05_06_uc190822_dw35_1b;PXD018549;Control
591;-10,08501423;-1,490548406;Intensity_qe1_2019oct05_18_uc190822_dw35_4b;PXD018549;Control
592;-10,48452833;-1,230642407;Intensity_qe1_2019oct05_07_uc190822_dw35_1a;PXD018549;Control
593;-10,39158065;-1,190438575;Intensity_qe1_2019oct05_19_uc190822_dw35_4a;PXD018549;Control
594;-10,5998067;-1,360431665;Intensity_qe1_2019oct05_09_uc190822_dw35_2c;PXD018549;CPT
595;-10,18029029;-1,497777;Intensity_qe1_2019oct05_21_uc190822_dw35_5c;PXD018549;CPT
596;-9,825978261;-1,883644043;Intensity_qe1_2019oct05_10_uc190822_dw35_2b;PXD018549;CPT
597;-10,02904047;-1,424286694;Intensity_qe1_2019oct05_22_uc190822_dw35_5b;PXD018549;CPT
598;-10,60811153;-1,508543222;Intensity_qe1_2019oct05_11_uc190822_dw35_2a;PXD018549;CPT
599;-10,53428718;-1,246122625;Intensity_qe1_2019oct05_23_uc190822_dw35_5a;PXD018549;CPT
600;-8,309235127;3,429839177;Intensity_qe2_192801_P19-UCh_06_DW29_3_Top1_NoIodo;PXD018549;Top1_Noiodo
601;-10,50323594;-1,001056466;Intensity_qe1_2019oct05_13_uc190822_dw35_3c;PXD018549;TPT
602;-10,21339307;-1,563274267;Intensity_qe1_2019oct05_25_uc190822_dw35_6c;PXD018549;TPT
603;-9,887532854;-1,596104957;Intensity_qe1_2019oct05_14_uc190822_dw35_3b;PXD018549;TPT
604;-9,895540313;-1,818911005;Intensity_qe1_2019oct05_26_uc190822_dw35_6b;PXD018549;TPT
605;-10,29955009;-1,617647067;Intensity_qe1_2019oct05_15_uc190822_dw35_3a;PXD018549;TPT
606;-10,53047857;-1,411631801;Intensity_qe1_2019oct05_27_uc190822_dw35_6a;PXD018549;TPT
607;-8,163948187;-0,695055061;Intensity_2020-07-14_MS_PG_Proteome_Davide_Casserini_CTRL_01_20200717061234;PXD022545;Control
608;-7,820425898;-0,796350719;Intensity_2020-07-14_MS_PG_Proteome_Davide_Casserini_CTRL_02_20200717083719;PXD022545;Control
609;-8,18895355;-0,578161642;Intensity_2020-07-14_MS_PG_Proteome_Davide_Casserini_CTRL_03_20200717110239;PXD022545;Control
610;-7,907306869;-0,203009366;Intensity_2020-07-14_MS_PG_Proteome_Davide_Casserini_H2O2_01;PXD022545;H2O2
611;-8,128165932;-0,380378768;Intensity_2020-07-14_MS_PG_Proteome_Davide_Casserini_H2O2_02;PXD022545;H2O2
612;-8,041589085;-0,179104618;Intensity_2020-07-14_MS_PG_Proteome_Davide_Casserini_H2O2_03;PXD022545;H2O2
613;-11,41180358;-3,298390811;Intensity_EC06-HTkUVA-BA4-P1147-2;PXD008050;UVA
614;-11,4895195;-3,396768705;Intensity_EC06-HTkUVA-BA5-P1148-2;PXD008050;UVA
615;-11,66909577;-3,459265291;Intensity_EC06-HTkUVpapc-BB3-P1152-2;PXD008050;Uvpapc
616;-11,40457473;-3,284267991;Intensity_EC06-HTkUVA-BA6-P1149-2;PXD008050;UVA
617;-11,54120893;-3,385312481;Intensity_EC06-HTkCtrl-BA2-P1145-1;PXD008050;Control
618;-11,37204027;-3,397540549;Intensity_EC06-HTkUVA-BA4-P1147-1;PXD008050;UVA
619;-11,48319048;-3,403325939;Intensity_EC06-HTkCtrl-BA1-P1144-1;PXD008050;Control
620;-11,65622933;-3,556049352;Intensity_EC06-HTkUVpapc-BB3-P1152-1;PXD008050;UVpapc
621;-11,4390838;-3,252103921;Intensity_EC06-HTkUVA-BA5-P1148-1;PXD008050;UVA
622;-11,40301132;-3,328481319;Intensity_EC06-HTkUVA-BA6-P1149-1;PXD008050;UVA
623;-11,47365414;-3,370790671;Intensity_EC06-HTkCtrl-BA1-P1144-2;PXD008050;Control
624;-11,53816603;-3,26533978;Intensity_EC06-HTkCtrl-BA2-P1145-2;PXD008050;Control
625;-11,57060469;-3,287705236;Intensity_EC06-HTkUVpapc-BB1-P1150-1;PXD008050;UVpapc
626;-11,47583638;-3,374692743;Intensity_EC06-HTkUVpapc-BB1-P1150-2;PXD008050;UVpapc
627;-11,46681626;-3,259966501;Intensity_EC06-HTkUVpapc-BB2-P1151-2;PXD008050;UVpapc
628;-11,45882478;-3,306894843;Intensity_EC06-HTkCtrl-BA3-P1146-2;PXD008050;Control
629;-11,48640196;-3,381539984;Intensity_EC06-HTkUVpapc-BB2-P1151-1;PXD008050;UVpapc
630;-11,48972383;-3,355630544;Intensity_EC06-HTkCtrl-BA3-P1146-1;PXD008050;Control
631;-8,626184161;-0,913232961;Intensity_ad_pl01;PXD004010;AD
632;-8,158700832;0,240811143;Intensity_ad_pl08;PXD004010;AD
633;-8,249462941;0,101522011;Intensity_ad_pl09;PXD004010;AD
634;-8,509592878;0,015916783;Intensity_ad_pl10;PXD004010;AD
635;-8,111704793;-0,94976838;Intensity_ad_pl04;PXD004010;AD
636;-8,386028897;-0,484864475;Intensity_ad_pl02;PXD004010;AD
637;-8,496120398;0,111897705;Intensity_ad_pl05;PXD004010;AD
638;-9,247184229;-0,189712357;Intensity_ad_pl06;PXD004010;AD
639;-8,221998115;0,595339108;Intensity_ad_pl07;PXD004010;AD
640;-8,192676066;0,552988699;Intensity_ad_pl03;PXD004010;AD
