Column1;PC1;PC2;Unnamed: 0;Project;Treatment
253;-4,862060379;-0,328018643;Intensity_1DLC060615QE_RRAG_035B_rep1;PXD012477;Non-Healthy
254;-3,604359712;-1,729678288;Intensity_1DLC0080815QE_RRAG_018_rep2;PXD012477;Non-Healthy
255;6,943275532;-0,345833248;Intensity_1DLC122914QE_RRAG_047_101414_rep2;PXD012477;Healthy
256;-1,379967997;-0,57160954;Intensity_1DLC071515QE_RRAG_059B_rep2;PXD012477;Non-Healthy
257;-2,684011286;-1,466306625;Intensity_1DLC071515QE_RRAG_064B_rep4;PXD012477;Non-Healthy
258;5,602282642;-0,526554396;Intensity_1DLC122914QE_RRAG_058_rep1;PXD012477;Non-Healthy
259;-5,266391468;-2,037935485;Intensity_1DLC051815QE_RRAG_017B_rep2;PXD012477;Non-Healthy
260;-4,273330792;-1,329833622;Intensity_1DLC060615QE_RRAG_033B_rep4;PXD012477;Healthy
261;7,67801066;-0,328990984;Intensity_1DLC122214QE_RRAG_035_rep4;PXD012477;Non-Healthy
262;6,314915204;-0,483030181;Intensity_1DLC121914QE_RRAG_028_rep2;PXD012477;Healthy
263;6,799663174;-0,467244946;Intensity_1DLC012615QE_RRAG_013B_rep1;PXD012477;Healthy
264;5,971328635;-0,653447846;Intensity_1DLC121414QE_RRAG_013_rep3;PXD012477;Healthy
265;6,321809581;-0,127750079;Intensity_1DLC122914QE_RRAG_060_rep4;PXD012477;Healthy
266;6,161295898;-1,373370572;Intensity_1DLC122514QE_RRAG_046_rep1;PXD012477;Non-Healthy
267;-0,060157802;-0,690463309;Intensity_1DLC070815QE_RRAG_051B_rep2;PXD012477;Non-Healthy
268;-1,672120897;-1,041156406;Intensity_1DLC062715QE_RRAG_048B_rep2;PXD012477;Non-Healthy
269;-2,215985876;-0,654095425;Intensity_1DLC071515QE_RRAG_060B_rep2;PXD012477;Healthy
270;-2,960313279;-2,053409248;Intensity_1DLC051815QE_RRAG_023B_rep3;PXD012477;Healthy
271;3,710713785;0,344125088;Intensity_1DLC120314QE_RRAG_005_rep1;PXD012477;Healthy
272;-2,11819502;-1,127942009;Intensity_1DLC071515QE_RRAG_058B_rep4;PXD012477;Non-Healthy
273;-4,395061622;-1,301046684;Intensity_1DLC051815QE_RRAG_018B_rep3;PXD012477;Non-Healthy
274;5,284802463;-1,074322259;Intensity_1DLC121914QE_RRAG_025_rep1;PXD012477;Healthy
275;5,336972822;-1,601138966;Intensity_1DLC012615QE_RRAG_001B_rep3;PXD012477;Healthy
276;5,293147752;-0,904278979;Intensity_1DLC012615QE_RRAG_010B_rep3;PXD012477;Non-Healthy
277;7,057166575;-0,291560682;Intensity_1DLC012615QE_RRAG_006B_rep1;PXD012477;Healthy
278;2,838526023;-0,447342988;Intensity_1DLC120314QE_RRAG_003_rep1;PXD012477;Healthy
279;5,639051659;-0,125118686;Intensity_1DLC121414QE_RRAG_013_rep1;PXD012477;Healthy
280;-2,321150837;-1,491506965;Intensity_1DLC051815QE_RRAG_020B_rep4;PXD012477;Non-Healthy
281;-4,921967674;-0,798873857;Intensity_1DLC051815QE_RRAG_011B_rep3;PXD012477;Healthy
282;5,491131683;-1,072138133;Intensity_1DLC122514QE_RRAG_046_rep4;PXD012477;Non-Healthy
283;6,718010439;-1,027907462;Intensity_1DLC012615QE_RRAG_015B_rep1;PXD012477;Non-Healthy
284;7,242014591;-1,95601285;Intensity_1DLC012615QE_RRAG_004B_rep3;PXD012477;Healthy
285;6,10628628;-0,475316018;Intensity_1DLC122514QE_RRAG_045_rep3;PXD012477;Non-Healthy
286;5,553560231;-1,505764007;Intensity_1DLC122214QE_RRAG_033_rep4;PXD012477;Healthy
287;-0,465416909;-0,156227544;Intensity_1DLC071015QE_RRAG_054B_rep3;PXD012477;Healthy
288;6,38573257;-1,559981196;Intensity_1DLC122214QE_RRAG_033_rep1;PXD012477;Healthy
289;6,356477939;-1,225865578;Intensity_1DLC012615QE_RRAG_004B_rep4;PXD012477;Healthy
290;-4,695830879;-0,866551378;Intensity_1DLC070815QE_RRAG_051B_rep1;PXD012477;Non-Healthy
291;5,188404029;-1,298867556;Intensity_1DLC122514QE_RRAG_052_rep2;PXD012477;Healthy
292;8,245511897;0,309067461;Intensity_1DLC120314QE_RRAG_008_rep4;PXD012477;Non-Healthy
293;-1,921925561;-1,613077287;Intensity_1DLC051815QE_RRAG_022B_rep2;PXD012477;Non-Healthy
294;7,025304512;0,194264787;Intensity_1DLC012615QE_RRAG_007B_rep2;PXD012477;Non-Healthy
295;7,309917458;0,275475596;Intensity_1DLC123114QE_RRAG_054_rep4;PXD012477;Healthy
296;-1,871976401;-0,604715558;Intensity_1DLC071015QE_RRAG_055B_rep3;PXD012477;Non-Healthy
297;8,212505069;0,902639642;Intensity_1DLC012615QE_RRAG_012B_rep3;PXD012477;Non-Healthy
298;-4,593962451;-0,72937482;Intensity_1DLC060615QE_RRAG_035B_rep2;PXD012477;Non-Healthy
299;6,376807751;-0,737233894;Intensity_1DLC012615QE_RRAG_001B_rep1;PXD012477;Healthy
300;6,273903175;-0,312958165;Intensity_1DLC122914QE_RRAG_060_rep3;PXD012477;Healthy
301;5,097886294;-1,331587579;Intensity_1DLC121914QE_RRAG_031_rep2;PXD012477;Non-Healthy
302;0,619743033;-0,806816236;Intensity_1DLC071015QE_RRAG_053B_rep3;PXD012477;Non-Healthy
303;5,316802439;-2,012711282;Intensity_1DLC012615QE_RRAG_016B_rep2;PXD012477;Non-Healthy
304;-3,106752485;-1,991255573;Intensity_1DLC062715QE_RRAG_045B_rep2;PXD012477;Non-Healthy
305;7,203420892;-0,688369392;Intensity_1DLC012615QE_RRAG_008B_rep1;PXD012477;Non-Healthy
306;-1,430814761;-1,125414789;Intensity_1DLC071515QE_RRAG_062B_rep2;PXD012477;Non-Healthy
307;6,535431569;-0,137432645;Intensity_1DLC012615QE_RRAG_013B_rep2;PXD012477;Healthy
308;6,783970818;-0,575221927;Intensity_1DLC122514QE_RRAG_044_rep4;PXD012477;Non-Healthy
309;6,137020976;-0,319151458;Intensity_1DLC121914QE_RRAG_028_rep1;PXD012477;Healthy
310;5,741347274;-0,526210911;Intensity_1DLC121514QE_RRAG_021_rep2;PXD012477;Healthy
311;6,616058765;-0,751283617;Intensity_1DLC012615QE_RRAG_009B_rep4;PXD012477;Non-Healthy
312;-4,983509684;-0,656409223;Intensity_1DLC060615QE_RRAG_034B_rep4;PXD012477;Healthy
313;-2,885226055;-0,8753632;Intensity_1DLC060615QE_RRAG_032B_rep1;PXD012477;Healthy
314;7,657271263;-0,102766551;Intensity_1DLC122514QE_RRAG_041_rep2;PXD012477;Healthy
315;-2,35119693;-1,67109954;Intensity_1DLC062715QE_RRAG_047B_rep3;PXD012477;Healthy
316;4,907652282;-1,042620292;Intensity_1DLC123114QE_RRAG_064_rep2;PXD012477;Non-Healthy
317;1,130973089;-0,619561316;Intensity_1DLC070815QE_RRAG_051B_rep4;PXD012477;Non-Healthy
318;7,714085762;-0,393423507;Intensity_1DLC122214QE_RRAG_036_rep3;PXD012477;Healthy
319;-2,046738633;-1,240273492;Intensity_1DLC051815QE_RRAG_027B_rep4;PXD012477;Non-Healthy
320;5,872824355;-1,50888249;Intensity_1DLC012615QE_RRAG_015B_rep3;PXD012477;Non-Healthy
321;8,216960796;-0,188488935;Intensity_1DLC122214QE_RRAG_038_rep2;PXD012477;Non-Healthy
322;-3,293331606;-1,575076579;Intensity_1DLC062715QE_RRAG_044B_rep1;PXD012477;Non-Healthy
323;-2,622192143;-1,871040884;Intensity_1DLC062715QE_RRAG_045B_rep1;PXD012477;Non-Healthy
324;5,828474487;-0,41179819;Intensity_1DLC121514QE_RRAG_022_rep2;PXD012477;Non-Healthy
325;11,8842063;-1,47072536;Intensity_1DLC121514QE_RRAG_017_rep3;PXD012477;Non-Healthy
326;8,341064719;0,778498086;Intensity_1DLC122514QE_RRAG_043_rep3;PXD012477;Non-Healthy
327;-1,239743933;-0,889672907;Intensity_1DLC060615QE_RRAG_032B_rep2;PXD012477;Healthy
328;-0,963220301;-0,154530881;Intensity_1DLC071015QE_RRAG_054B_rep1;PXD012477;Healthy
329;6,447076023;-0,298292252;Intensity_1DLC122914QE_RRAG_057_rep1;PXD012477;Healthy
330;6,741467093;-0,140491213;Intensity_1DLC122514QE_RRAG_047_101314_rep1;PXD012477;Healthy
331;6,666999574;-0,070748039;Intensity_1DLC012615QE_RRAG_013B_rep4;PXD012477;Healthy
332;5,589751752;-0,842886428;Intensity_1DLC121914QE_RRAG_027_rep3;PXD012477;Non-Healthy
333;-3,873106594;-0,602029948;Intensity_1DLC051815QE_RRAG_026B_rep1;PXD012477;Non-Healthy
334;-2,532497235;-1,223877605;Intensity_1DLC062715QE_RRAG_045B_rep4;PXD012477;Non-Healthy
335;7,884461977;0,838318689;Intensity_1DLC123114QE_RRAG_053_rep4;PXD012477;Non-Healthy
336;-0,506808949;-0,368230626;Intensity_1DLC071515QE_RRAG_059B_rep4;PXD012477;Non-Healthy
337;6,914103674;-0,617161831;Intensity_1DLC120914QE_RRAG_010_rep4;PXD012477;Non-Healthy
338;7,640958876;0,79109628;Intensity_1DLC122914QE_RRAG_059_rep2;PXD012477;Non-Healthy
339;0,488067913;0,317307628;Intensity_1DLC071515QE_RRAG_059B_rep1;PXD012477;Non-Healthy
340;-3,339532071;-1,422171005;Intensity_1DLC051815QE_RRAG_022B_rep1;PXD012477;Non-Healthy
341;5,811962456;-1,02752663;Intensity_1DLC123114QE_RRAG_062_rep1;PXD012477;Non-Healthy
342;6,707135065;-0,260730191;Intensity_1DLC123114QE_RRAG_063_rep2;PXD012477;Non-Healthy
343;7,456809417;-0,286148562;Intensity_1DLC121914QE_RRAG_032_rep2;PXD012477;Healthy
344;-0,932781938;-1,289066599;Intensity_1DLC071015QE_RRAG_052B_rep2;PXD012477;Healthy
345;7,842430031;1,8792537;Intensity_1DLC121914QE_RRAG_026_rep2;PXD012477;Non-Healthy
346;-3,646740035;-1,390221151;Intensity_1DLC051815QE_RRAG_021B_rep1;PXD012477;Healthy
347;6,980866735;-0,96217102;Intensity_1DLC122514QE_RRAG_044_rep1;PXD012477;Non-Healthy
348;6,684609403;-0,020316285;Intensity_1DLC121414QE_RRAG_014_rep2;PXD012477;Healthy
349;-2,309962993;-0,615885477;Intensity_1DLC071515QE_RRAG_061B_rep1;PXD012477;Healthy
350;-3,228907924;-1,751069822;Intensity_1DLC051815QE_RRAG_020B_rep2;PXD012477;Non-Healthy
351;5,885245313;-0,514562631;Intensity_1DLC121514QE_RRAG_021_rep4;PXD012477;Healthy
352;5,394319054;-1,464183889;Intensity_1DLC012615QE_RRAG_015B_rep2;PXD012477;Non-Healthy
353;6,296637816;-0,535376957;Intensity_1DLC121414QE_RRAG_016_rep2;PXD012477;Non-Healthy
354;5,485902614;-1,027822325;Intensity_1DLC122514QE_RRAG_046_rep3;PXD012477;Non-Healthy
355;6,803904003;-1,187905813;Intensity_1DLC120914QE_RRAG_009_rep3;PXD012477;Non-Healthy
356;6,916597624;-0,453322855;Intensity_1DLC122214QE_RRAG_036_rep2;PXD012477;Healthy
357;-3,37663222;-1,57260752;Intensity_1DLC060615QE_RRAG_030B_rep1;PXD012477;Non-Healthy
358;-2,180738676;-1,654978774;Intensity_1DLC071515QE_RRAG_056B_rep3;PXD012477;Healthy
359;6,340149819;-1,201959374;Intensity_1DLC121914QE_RRAG_027_rep4;PXD012477;Non-Healthy
360;6,064853269;-1,163464109;Intensity_1DLC121914QE_RRAG_025_rep3;PXD012477;Healthy
361;-3,238618517;-1,287567098;Intensity_1DLC060615QE_RRAG_031B_rep2;PXD012477;Non-Healthy
362;4,627620932;0,327482407;Intensity_1DLC120314QE_RRAG_007_rep2;PXD012477;Non-Healthy
363;7,205573099;-0,786245347;Intensity_1DLC122914QE_RRAG_047_101414_rep1;PXD012477;Healthy
364;4,600433143;-1,306618025;Intensity_1DLC122514QE_RRAG_042_rep4;PXD012477;Healthy
365;4,642295126;-1,979045126;Intensity_1DLC121514QE_RRAG_023_rep3;PXD012477;Healthy
366;-4,950905599;-1,282732195;Intensity_1DLC0080815QE_RRAG_019_rep1;PXD012477;Healthy
367;4,652920948;0,135943313;Intensity_1DLC120314QE_RRAG_004_rep1;PXD012477;Healthy
368;4,014035072;-0,638710296;Intensity_1DLC120314QE_RRAG_007_rep1;PXD012477;Non-Healthy
369;-3,66583885;-1,755914847;Intensity_1DLC051815QE_RRAG_020B_rep3;PXD012477;Non-Healthy
370;-4,990119953;-1,256779383;Intensity_1DLC051815QE_RRAG_011B_rep4;PXD012477;Healthy
371;-2,56071498;-0,557681185;Intensity_1DLC060615QE_RRAG_037B_rep4;PXD012477;Healthy
372;-3,507429653;-1,069869655;Intensity_1DLC061715QE_RRAG_040B_rep2;PXD012477;Healthy
373;7,882255656;0,899103358;Intensity_1DLC122914QE_RRAG_059_rep1;PXD012477;Non-Healthy
374;5,223634017;-1,012141208;Intensity_1DLC121414QE_RRAG_015_rep4;PXD012477;Non-Healthy
375;6,097497065;-1,441023227;Intensity_1DLC012615QE_RRAG_001B_rep4;PXD012477;Healthy
376;7,022373172;-0,108563157;Intensity_1DLC123114QE_RRAG_054_rep2;PXD012477;Healthy
377;-1,073914509;-1,312655573;Intensity_1DLC071015QE_RRAG_052B_rep4;PXD012477;Healthy
378;-3,726064782;-1,348529886;Intensity_1DLC0080815QE_RRAG_001_rep1;PXD012477;Healthy
379;-4,016939567;-1,394330973;Intensity_1DLC0080815QE_RRAG_001_rep2;PXD012477;Healthy
380;-3,694996487;-1,338703633;Intensity_1DLC0080815QE_RRAG_017_rep2;PXD012477;Non-Healthy
381;6,387198931;-1,058424024;Intensity_1DLC122214QE_RRAG_033_rep3;PXD012477;Healthy
382;8,529182085;1,704793302;Intensity_1DLC121414QE_RRAG_012_rep4;PXD012477;Non-Healthy
383;5,252895029;-0,978221551;Intensity_1DLC121414QE_RRAG_011_rep3;PXD012477;Healthy
384;-3,43144574;-1,402038692;Intensity_1DLC051815QE_RRAG_019B_rep2;PXD012477;Healthy
385;5,334629065;-0,630745725;Intensity_1DLC121514QE_RRAG_022_rep4;PXD012477;Non-Healthy
386;-3,211521706;-0,860489169;Intensity_1DLC061715QE_RRAG_038B_rep2;PXD012477;Non-Healthy
387;-4,085884608;-0,568049891;Intensity_1DLC060615QE_RRAG_035B_rep3;PXD012477;Non-Healthy
388;6,389342262;-0,699433152;Intensity_1DLC122914QE_RRAG_058_rep2;PXD012477;Non-Healthy
389;8,512160547;-0,725719597;Intensity_1DLC120314QE_RRAG_007_rep3;PXD012477;Non-Healthy
390;-4,166917207;-0,853957063;Intensity_1DLC060615QE_RRAG_034B_rep3;PXD012477;Healthy
391;-3,880132559;-1,707775501;Intensity_1DLC051815QE_RRAG_029B_rep1;PXD012477;Healthy
392;7,276919341;0,338028761;Intensity_1DLC121914QE_RRAG_032_rep1;PXD012477;Healthy
393;6,658916301;-0,855395793;Intensity_1DLC122514QE_RRAG_044_rep3;PXD012477;Non-Healthy
394;5,315222141;-0,356551281;Intensity_1DLC012615QE_RRAG_010B_rep1;PXD012477;Non-Healthy
395;-5,303163513;-0,62817499;Intensity_1DLC070815QE_RRAG_049B_rep1;PXD012477;Non-Healthy
396;-3,14167651;-0,766935362;Intensity_1DLC052815QE_RRAG_025B_rep4;PXD012477;Healthy
397;6,244411635;-0,35292494;Intensity_1DLC122914QE_RRAG_048_101414_rep2;PXD012477;Non-Healthy
398;9,09762466;1,56354296;Intensity_1DLC122514QE_RRAG_043_rep1;PXD012477;Non-Healthy
399;-4,242183428;-1,15900261;Intensity_1DLC051815QE_RRAG_021B_rep4;PXD012477;Healthy
400;1,720406455;-0,500049568;Intensity_1DLC071015QE_RRAG_053B_rep4;PXD012477;Non-Healthy
401;6,387602314;-0,661809698;Intensity_1DLC122914QE_RRAG_056_rep4;PXD012477;Healthy
402;-4,97105166;-1,519318566;Intensity_1DLC051815QE_RRAG_017B_rep1;PXD012477;Non-Healthy
403;-4,985644983;-1,805489645;Intensity_1DLC051815QE_RRAG_017B_rep4;PXD012477;Non-Healthy
404;-3,212983851;-0,291968517;Intensity_1DLC070815QE_RRAG_049B_rep3;PXD012477;Non-Healthy
405;-5,119858694;-1,506250206;Intensity_1DLC0080815QE_RRAG_004_rep2;PXD012477;Healthy
406;-4,326534202;-1,131127133;Intensity_1DLC0080815QE_RRAG_003_rep2;PXD012477;Healthy
407;7,865901161;-0,645420139;Intensity_1DLC120314QE_RRAG_007_rep4;PXD012477;Non-Healthy
408;5,561355932;-1,365660777;Intensity_1DLC012615QE_RRAG_015B_rep4;PXD012477;Non-Healthy
409;4,567323328;-0,689657044;Intensity_1DLC121514QE_RRAG_018_rep2;PXD012477;Non-Healthy
410;-3,771948888;-1,467043816;Intensity_1DLC070815QE_RRAG_049B_rep4;PXD012477;Non-Healthy
411;5,626435593;-0,575670567;Intensity_1DLC121414QE_RRAG_015_rep2;PXD012477;Non-Healthy
412;-2,565534157;-0,26073756;Intensity_1DLC071015QE_RRAG_054B_rep4;PXD012477;Healthy
413;6,276959341;-0,657448894;Intensity_1DLC012615QE_RRAG_009B_rep3;PXD012477;Non-Healthy
414;5,164397102;-0,945930405;Intensity_1DLC122514QE_RRAG_042_rep3;PXD012477;Healthy
415;5,529014777;-1,024141125;Intensity_1DLC121914QE_RRAG_031_rep3;PXD012477;Non-Healthy
416;7,5953307;-0,250460127;Intensity_1DLC120914QE_RRAG_010_rep3;PXD012477;Non-Healthy
417;4,524470742;-1,119808651;Intensity_1DLC121514QE_RRAG_023_rep2;PXD012477;Healthy
418;5,121275461;-0,850135558;Intensity_1DLC122514QE_RRAG_042_rep2;PXD012477;Healthy
419;6,983251074;-0,374197478;Intensity_1DLC122914QE_RRAG_060_rep1;PXD012477;Healthy
420;6,70496763;-0,5847322;Intensity_1DLC012615QE_RRAG_013B_rep3;PXD012477;Healthy
421;4,714467652;-1,091916292;Intensity_1DLC121514QE_RRAG_020_rep4;PXD012477;Non-Healthy
422;3,438029401;-0,235985716;Intensity_1DLC120914QE_RRAG_009_rep1;PXD012477;Non-Healthy
423;6,618918482;-0,017318845;Intensity_1DLC122514QE_RRAG_047_101314_rep2;PXD012477;Healthy
424;-3,144050527;-1,609229448;Intensity_1DLC071515QE_RRAG_064B_rep1;PXD012477;Non-Healthy
425;6,082575751;-1,228211467;Intensity_1DLC012615QE_RRAG_003B_rep2;PXD012477;Healthy
426;-4,180142922;-1,131777651;Intensity_1DLC060615QE_RRAG_033B_rep1;PXD012477;Healthy
427;-3,342337877;-1,894417265;Intensity_1DLC051815QE_RRAG_020B_rep1;PXD012477;Non-Healthy
428;-3,335693009;-1,799753108;Intensity_1DLC061715QE_RRAG_042B_rep3;PXD012477;Healthy
429;7,399065962;0,521746788;Intensity_1DLC121914QE_RRAG_026_rep3;PXD012477;Non-Healthy
430;4,720643159;-1,530791789;Intensity_1DLC121414QE_RRAG_015_rep3;PXD012477;Non-Healthy
431;6,289362298;-1,023948853;Intensity_1DLC012615QE_RRAG_002B_rep4;PXD012477;Non-Healthy
432;5,667346058;-0,757289195;Intensity_1DLC012615QE_RRAG_010B_rep4;PXD012477;Non-Healthy
433;-3,752572125;-1,182979472;Intensity_1DLC051815QE_RRAG_028B_rep2;PXD012477;Healthy
434;0,009818463;-0,447033702;Intensity_1DLC070815QE_RRAG_051B_rep3;PXD012477;Non-Healthy
435;7,041882521;-0,871567913;Intensity_1DLC012615QE_RRAG_008B_rep3;PXD012477;Non-Healthy
436;-2,952605605;-1,364059503;Intensity_1DLC071515QE_RRAG_064B_rep2;PXD012477;Non-Healthy
437;-4,16028294;-0,662513699;Intensity_1DLC052815QE_RRAG_025B_rep1;PXD012477;Healthy
438;-2,934126281;-1,732113205;Intensity_1DLC051815QE_RRAG_021B_rep2;PXD012477;Healthy
439;6,551333037;-0,73947494;Intensity_1DLC122914QE_RRAG_056_rep1;PXD012477;Healthy
440;6,193542909;-0,982701437;Intensity_1DLC012615QE_RRAG_005B_rep1;PXD012477;Healthy
441;6,730541174;-0,63552706;Intensity_1DLC123114QE_RRAG_061_rep3;PXD012477;Healthy
442;5,627517621;-0,604716648;Intensity_1DLC121914QE_RRAG_029_rep1;PXD012477;Healthy
443;7,463929012;0,974595873;Intensity_1DLC122214QE_RRAG_038_rep3;PXD012477;Non-Healthy
444;6,529924839;-0,792672312;Intensity_1DLC122514QE_RRAG_051_rep1;PXD012477;Non-Healthy
445;-1,614772299;-1,798088713;Intensity_1DLC062715QE_RRAG_048B_rep3;PXD012477;Non-Healthy
446;-4,218432509;-0,991422253;Intensity_1DLC071515QE_RRAG_056B_rep2;PXD012477;Healthy
447;5,813473862;-0,616948951;Intensity_1DLC121414QE_RRAG_014_rep4;PXD012477;Healthy
448;-5,108990595;-1,084753009;Intensity_1DLC0080815QE_RRAG_019_rep2;PXD012477;Healthy
449;6,188389796;-0,549505457;Intensity_1DLC122514QE_RRAG_050_rep2;PXD012477;Non-Healthy
450;-3,28682411;-1,81435004;Intensity_1DLC061715QE_RRAG_042B_rep4;PXD012477;Healthy
451;6,070587149;-0,800900782;Intensity_1DLC122214QE_RRAG_037_rep2;PXD012477;Healthy
452;6,643527343;-0,209175118;Intensity_1DLC122914QE_RRAG_060_rep2;PXD012477;Healthy
453;6,233726373;-1,003450175;Intensity_1DLC122214QE_RRAG_040_rep3;PXD012477;Healthy
454;-1,558632375;0,396931132;Intensity_1DLC071015QE_RRAG_055B_rep1;PXD012477;Non-Healthy
455;6,651190024;-1,286318995;Intensity_1DLC012615QE_RRAG_014B_rep1;PXD012477;Healthy
456;-4,436149715;-1,185193813;Intensity_1DLC060615QE_RRAG_035B_rep4;PXD012477;Non-Healthy
457;7,473270055;-0,131225951;Intensity_1DLC122514QE_RRAG_045_rep1;PXD012477;Non-Healthy
458;-3,850430791;-1,475199474;Intensity_1DLC061715QE_RRAG_042B_rep2;PXD012477;Healthy
459;-3,802904254;-0,986524519;Intensity_1DLC060615QE_RRAG_037B_rep2;PXD012477;Healthy
460;-1,204238627;0,326514771;Intensity_1DLC071015QE_RRAG_055B_rep4;PXD012477;Non-Healthy
461;8,628099364;1,077718731;Intensity_1DLC121414QE_RRAG_012_rep1;PXD012477;Non-Healthy
462;6,592613501;-0,895513376;Intensity_1DLC012615QE_RRAG_005B_rep4;PXD012477;Healthy
463;3,346581839;-0,57369237;Intensity_1DLC120914QE_RRAG_009_rep2;PXD012477;Non-Healthy
464;6,707335688;-0,036333569;Intensity_1DLC121414QE_RRAG_014_rep1;PXD012477;Healthy
465;-2,073298706;-1,058926147;Intensity_1DLC060615QE_RRAG_030B_rep2;PXD012477;Non-Healthy
466;5,879877678;-0,752369526;Intensity_1DLC122214QE_RRAG_033_rep2;PXD012477;Healthy
467;-2,080310415;-1,240767111;Intensity_1DLC071515QE_RRAG_061B_rep3;PXD012477;Healthy
468;6,976362133;-0,601491074;Intensity_1DLC123114QE_RRAG_063_rep3;PXD012477;Non-Healthy
469;-3,914942869;-1,590061716;Intensity_1DLC060615QE_RRAG_031B_rep3;PXD012477;Non-Healthy
470;6,881223446;-0,613570096;Intensity_1DLC012615QE_RRAG_008B_rep4;PXD012477;Non-Healthy
471;7,057868131;0,702832392;Intensity_1DLC121914QE_RRAG_026_rep4;PXD012477;Non-Healthy
472;5,540766585;-1,410369921;Intensity_1DLC123114QE_RRAG_064_rep3;PXD012477;Non-Healthy
473;8,265609989;1,788059005;Intensity_1DLC121414QE_RRAG_012_rep3;PXD012477;Non-Healthy
474;8,244994738;0,767139832;Intensity_1DLC122214QE_RRAG_038_rep4;PXD012477;Non-Healthy
475;-3,418572227;-1,786886102;Intensity_1DLC071515QE_RRAG_062B_rep4;PXD012477;Non-Healthy
476;-2,647399169;-0,994719248;Intensity_1DLC061715QE_RRAG_040B_rep4;PXD012477;Healthy
477;7,133727005;0,424650689;Intensity_1DLC123114QE_RRAG_054_rep1;PXD012477;Healthy
478;-3,331864358;-1,7810762;Intensity_1DLC062715QE_RRAG_046B_rep2;PXD012477;Non-Healthy
479;-3,008580929;-1,674333668;Intensity_1DLC062715QE_RRAG_044B_rep3;PXD012477;Non-Healthy
480;0,671034955;-0,144891204;Intensity_1DLC071515QE_RRAG_059B_rep3;PXD012477;Non-Healthy
481;-2,288188097;-0,388869889;Intensity_1DLC061715QE_RRAG_041B_rep2;PXD012477;Healthy
482;-2,677239831;-0,616460627;Intensity_1DLC062715QE_RRAG_043B_rep4;PXD012477;Non-Healthy
483;4,704775286;0,464871162;Intensity_1DLC120314QE_RRAG_008_rep1;PXD012477;Non-Healthy
484;-2,89255238;-0,584573714;Intensity_1DLC071515QE_RRAG_060B_rep1;PXD012477;Healthy
485;-2,567968649;-1,052118701;Intensity_1DLC060615QE_RRAG_030B_rep3;PXD012477;Non-Healthy
486;5,398898205;-0,780388278;Intensity_1DLC121514QE_RRAG_020_rep1;PXD012477;Non-Healthy
487;6,145610831;-0,527656104;Intensity_1DLC121914QE_RRAG_027_rep1;PXD012477;Non-Healthy
488;-2,844436799;-1,50027974;Intensity_1DLC062715QE_RRAG_045B_rep3;PXD012477;Non-Healthy
489;7,525746056;-1,288154209;Intensity_1DLC012615QE_RRAG_004B_rep1;PXD012477;Healthy
490;8,239427741;0,513557191;Intensity_1DLC012615QE_RRAG_012B_rep1;PXD012477;Non-Healthy
491;5,749738396;-0,47316414;Intensity_1DLC121414QE_RRAG_011_rep1;PXD012477;Healthy
492;6,683229274;-1,920067322;Intensity_1DLC012615QE_RRAG_016B_rep1;PXD012477;Non-Healthy
493;6,502886367;0,261674058;Intensity_1DLC012615QE_RRAG_009B_rep1;PXD012477;Non-Healthy
494;6,033611344;-0,61342914;Intensity_1DLC122214QE_RRAG_035_rep1;PXD012477;Non-Healthy
495;7,064514315;-0,025286885;Intensity_1DLC121914QE_RRAG_030_rep1;PXD012477;Non-Healthy
496;7,266135671;0,392298423;Intensity_1DLC122514QE_RRAG_049_rep1;PXD012477;Non-Healthy
497;-2,041246349;-0,377341187;Intensity_1DLC071015QE_RRAG_054B_rep2;PXD012477;Healthy
498;7,287832236;-0,908927055;Intensity_1DLC123114QE_RRAG_061_rep1;PXD012477;Healthy
499;6,828434922;-0,568144183;Intensity_1DLC122214QE_RRAG_039_rep3;PXD012477;Non-Healthy
500;3,776308811;-1,299520102;Intensity_1DLC121514QE_RRAG_023_rep1;PXD012477;Healthy
501;5,973875201;-0,38868701;Intensity_1DLC121514QE_RRAG_022_rep1;PXD012477;Non-Healthy
502;-3,175088373;-1,890967846;Intensity_1DLC052815QE_RRAG_024B_rep3;PXD012477;Healthy
503;-3,797361022;-0,712799871;Intensity_1DLC0080815QE_RRAG_002_rep1;PXD012477;Non-Healthy
504;7,000051018;0,410792829;Intensity_1DLC123114QE_RRAG_054_rep3;PXD012477;Healthy
505;8,030296564;2,198853358;Intensity_1DLC122514QE_RRAG_043_rep4;PXD012477;Non-Healthy
506;4,556632294;-0,793355672;Intensity_1DLC121514QE_RRAG_020_rep3;PXD012477;Non-Healthy
507;5,352582025;-1,161328805;Intensity_1DLC121914QE_RRAG_029_rep2;PXD012477;Healthy
508;5,411329569;-0,921870101;Intensity_1DLC121914QE_RRAG_029_rep3;PXD012477;Healthy
509;5,102356782;-1,144382593;Intensity_1DLC121914QE_RRAG_031_rep4;PXD012477;Non-Healthy
510;5,130394534;0,388714306;Intensity_1DLC120314QE_RRAG_002_rep1;PXD012477;Non-Healthy
511;-4,935122885;-0,952046833;Intensity_1DLC0080815QE_RRAG_003_rep1;PXD012477;Healthy
512;3,798765083;-1,442941312;Intensity_1DLC121514QE_RRAG_023_rep4;PXD012477;Healthy
513;-3,96638587;-1,07595688;Intensity_1DLC060615QE_RRAG_036B_rep1;PXD012477;Healthy
