,PC1,PC2,Unnamed: 0,Project
198,5.8698976251743735,-1.0929335154740834,Intensity_1DLC012615QE_RRAG_016B_rep4,PXD012477
199,-1.697794510873913,-1.5227930579091473,Intensity_1DLC060615QE_RRAG_032B_rep3,PXD012477
200,3.529228266012401,-0.4970473953134704,Intensity_1DLC120314QE_RRAG_001_rep2,PXD012477
201,7.153267389561586,-0.20193891402335937,Intensity_1DLC123114QE_RRAG_063_rep4,PXD012477
202,-4.5342826285219875,-1.4782898094327568,Intensity_1DLC051815QE_RRAG_019B_rep1,PXD012477
203,7.840779035031721,0.4623069460541573,Intensity_1DLC120314QE_RRAG_008_rep3,PXD012477
204,7.520020222574729,0.16524695587334687,Intensity_1DLC123114QE_RRAG_053_rep3,PXD012477
205,3.574871825268812,0.10488852010170635,Intensity_1DLC120314QE_RRAG_005_rep2,PXD012477
206,-4.78319830498146,-1.0486600090269702,Intensity_1DLC051815QE_RRAG_011B_rep2,PXD012477
207,-3.6437395665168086,-1.5801731726600292,Intensity_1DLC071515QE_RRAG_062B_rep3,PXD012477
208,5.182452532371821,-0.8143152491936072,Intensity_1DLC121914QE_RRAG_031_rep1,PXD012477
209,6.694143215659662,0.5435372384737024,Intensity_1DLC122514QE_RRAG_041_rep4,PXD012477
210,6.09192070040122,-0.31697259829156305,Intensity_1DLC122514QE_RRAG_048_101314_rep2,PXD012477
211,5.834199094739182,0.3915938271480327,Intensity_1DLC122914QE_RRAG_055_rep1,PXD012477
212,5.441224835123784,-1.3328628186023768,Intensity_1DLC012615QE_RRAG_016B_rep3,PXD012477
213,-4.057380561783381,-1.140195273350467,Intensity_1DLC060615QE_RRAG_036B_rep2,PXD012477
214,7.229903958295945,-0.30410751130207,Intensity_1DLC120314QE_RRAG_005_rep3,PXD012477
215,5.458238576586303,-0.9762351657455602,Intensity_1DLC121914QE_RRAG_025_rep2,PXD012477
216,6.367911733868503,-0.660255827761218,Intensity_1DLC121414QE_RRAG_016_rep3,PXD012477
217,5.94408150833216,-0.3052118817324105,Intensity_1DLC012615QE_RRAG_001B_rep2,PXD012477
218,5.627869162494735,-0.6988356311127188,Intensity_1DLC122914QE_RRAG_057_rep4,PXD012477
219,5.506392545897233,-1.0631444702266541,Intensity_1DLC121914QE_RRAG_028_rep4,PXD012477
220,-1.333747711377537,-1.0306977328892146,Intensity_1DLC051815QE_RRAG_022B_rep4,PXD012477
221,7.189876860023658,-1.2335470912884772,Intensity_1DLC012615QE_RRAG_006B_rep2,PXD012477
222,-3.686047407506887,-1.1336196823495988,Intensity_1DLC051815QE_RRAG_018B_rep4,PXD012477
223,7.077946145082851,0.01276947069508388,Intensity_1DLC122214QE_RRAG_034_rep2,PXD012477
224,5.530980082420127,-0.9568216885539635,Intensity_1DLC012615QE_RRAG_010B_rep2,PXD012477
225,7.396615613203566,-0.3798350107668245,Intensity_1DLC122214QE_RRAG_039_rep2,PXD012477
226,-2.222019748704356,-0.9759064603243736,Intensity_1DLC071515QE_RRAG_062B_rep1,PXD012477
227,7.4709961887663106,1.617238136406671,Intensity_1DLC121914QE_RRAG_026_rep1,PXD012477
228,-4.331413101433831,-1.2288969976227486,Intensity_1DLC0080815QE_RRAG_017_rep1,PXD012477
229,-4.0797764308693765,-1.0181616240322564,Intensity_1DLC051815QE_RRAG_028B_rep4,PXD012477
230,6.936639025228752,-0.8823359825728035,Intensity_1DLC121414QE_RRAG_016_rep4,PXD012477
231,7.460730754642373,-0.7469881427920421,Intensity_1DLC012615QE_RRAG_012B_rep4,PXD012477
232,6.064232698441448,-0.39331204170664635,Intensity_1DLC122914QE_RRAG_056_rep2,PXD012477
233,-3.1767092403515074,-1.4883133460017903,Intensity_1DLC051815QE_RRAG_027B_rep2,PXD012477
234,-5.035702294469626,-0.6282138601765941,Intensity_1DLC060615QE_RRAG_034B_rep1,PXD012477
235,4.512146169238368,-1.5051705401384468,Intensity_1DLC122214QE_RRAG_037_rep4,PXD012477
236,6.886318478320877,-1.1759906074555064,Intensity_1DLC012615QE_RRAG_014B_rep2,PXD012477
237,-3.8642481356412715,-1.6193006384044444,Intensity_1DLC061715QE_RRAG_042B_rep1,PXD012477
238,5.016793792075023,-0.48982144674571154,Intensity_1DLC121414QE_RRAG_011_rep2,PXD012477
239,7.750803967481552,-0.6873372209058796,Intensity_1DLC122214QE_RRAG_039_rep1,PXD012477
240,-2.478346322771133,-1.1237002419866968,Intensity_1DLC062715QE_RRAG_046B_rep3,PXD012477
241,-3.95382423438032,-1.4568546899721415,Intensity_1DLC051815QE_RRAG_023B_rep4,PXD012477
242,-3.224745263730253,-1.3530634392745566,Intensity_1DLC052815QE_RRAG_024B_rep1,PXD012477
243,-4.140031687841853,-1.6631273869154057,Intensity_1DLC0080815QE_RRAG_004_rep1,PXD012477
244,8.17544011503009,0.9764030218084743,Intensity_1DLC122514QE_RRAG_043_rep2,PXD012477
245,6.43672884324382,-0.6378004971413014,Intensity_1DLC121514QE_RRAG_021_rep1,PXD012477
246,-2.413316606693779,-1.1458925088138958,Intensity_1DLC060615QE_RRAG_036B_rep4,PXD012477
247,-5.394583325700659,-0.756300518203365,Intensity_1DLC060615QE_RRAG_034B_rep2,PXD012477
248,7.127363894643978,-0.9824910595804621,Intensity_1DLC121514QE_RRAG_024_rep4,PXD012477
249,7.895838597017214,0.8282264323756285,Intensity_1DLC122514QE_RRAG_049_rep2,PXD012477
250,7.145033981378324,-0.8018770957721256,Intensity_1DLC012615QE_RRAG_014B_rep3,PXD012477
251,6.754957365503751,-0.21437651132744406,Intensity_1DLC012615QE_RRAG_008B_rep2,PXD012477
252,-1.8893349956074321,-0.8172976855003617,Intensity_1DLC071515QE_RRAG_061B_rep4,PXD012477
253,-4.862060378877142,-0.32801865983811707,Intensity_1DLC060615QE_RRAG_035B_rep1,PXD012477
254,-3.6043597115438457,-1.729678255932333,Intensity_1DLC0080815QE_RRAG_018_rep2,PXD012477
255,6.943275532356506,-0.34583326140816706,Intensity_1DLC122914QE_RRAG_047_101414_rep2,PXD012477
256,-1.379967997347611,-0.571609545748111,Intensity_1DLC071515QE_RRAG_059B_rep2,PXD012477
257,-2.6840112862729866,-1.46630663099614,Intensity_1DLC071515QE_RRAG_064B_rep4,PXD012477
258,5.602282641863056,-0.5265543937699521,Intensity_1DLC122914QE_RRAG_058_rep1,PXD012477
259,-5.266391468107945,-2.0379354985031135,Intensity_1DLC051815QE_RRAG_017B_rep2,PXD012477
260,-4.273330791611877,-1.329833597947932,Intensity_1DLC060615QE_RRAG_033B_rep4,PXD012477
261,7.67801065961094,-0.3289909681431291,Intensity_1DLC122214QE_RRAG_035_rep4,PXD012477
